name,full_name,short_name,image,height,weight,positions,date_of_birth,transfer_value,wage,preferred_foot,club_name,club_logo,club_kit_number,club_joined,club_contract_valid_until,country_flag,fc_profile_id,fc_club_id,total_apps,starting_apps,sub_apps,mins_played,motm,rating,red,yellow,goals,assists,shots_per_game,dribbles_per_game,fouled_per_game,offside_per_game,possession_lost_per_game,bad_touch_per_game,key_passes_per_game,passes_per_game,pass_accuracy,cross_per_game,long_pass_per_game,through_pass_per_game,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,own_goals
Pedro Porro,Pedro Antonio Porro Sauceda,Pedro Porro,https://cdn.futbin.com/content/fifa24/img/players/243576.png,173,152,"RB,RWB",1999-09-13,€32.5M,€74K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,23,2023-07-01,2028,https://cdn.sofifa.net/flags/es.png,243576.0,18,11,11,0,988,1,7.10,0,1,0,2,1.3,0.8,1,0,0.3,1.1,1.2,52,81.3,0.7,2.4,0.1,3.5,0.6,1.2,2.5,2.5,0.5,0
Manor Solomon,Manor Solomon,M. Solomon,https://cdn.futbin.com/content/fifa24/img/players/246791.png,170,143,"LW,RW",1999-07-24,€16M,€68K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,27,2023-07-11,2028,https://cdn.sofifa.net/flags/il.png,246791.0,18,5,2,3,198,0,7.05,0,1,0,2,1.4,2,0.2,0.2,0.4,1,2.4,17,90.6,0.2,0.4,0,0.6,0.6,0.4,0.2,0.2,0,0
Dejan Kulusevski,Dejan Kulusevski,D. Kulusevski,https://cdn.futbin.com/content/fifa24/img/players/247394.png,186,165,RW,2000-04-25,€37M,€90K,left,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,21,2023-07-01,2028,https://cdn.sofifa.net/flags/se.png,247394.0,18,12,12,0,1045,1,7.02,0,1,3,0,1.8,1.4,0.8,0.4,1.8,1.3,2,32.8,80.4,0.5,0.3,0.1,1.3,0.5,1.5,0.1,1.9,0.1,0
Yves Bissouma,Yves Bissouma,Y. Bissouma,https://cdn.futbin.com/content/fifa24/img/players/236480.png,182,176,"CDM,CM",1996-08-30,€20.5M,€76K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,8,2022-06-17,2026,https://cdn.sofifa.net/flags/ml.png,236480.0,18,11,11,0,893,0,6.99,1,5,0,0,1.4,1.9,1.9,0,1.9,1.6,0.5,69.4,92.1,0,1.5,0,3.3,1.6,1.5,1.7,0.7,0.3,0
Guglielmo Vicario,Guglielmo Vicario,G. Vicario,https://cdn.futbin.com/content/fifa24/img/players/240091.png,188,168,GK,1996-10-07,€30.5M,€76K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,13,2023-07-01,2028,https://cdn.sofifa.net/flags/it.png,240091.0,18,12,12,0,1080,0,6.97,0,2,0,0,0,0,0.2,0,0,0,0,36.3,78.6,0,2.7,0,0,0,0,1.1,0.1,0,0
Pape Matar Sarr,Pape Matar Sarr,P. Sarr,https://cdn.futbin.com/content/fifa24/img/players/259868.png,184,154,"CM,CDM",2002-09-14,€5M,€35K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,29,2021-08-27,2026,https://cdn.sofifa.net/flags/sn.png,259868.0,18,12,11,1,838,1,6.89,0,3,1,2,1.5,0.7,0.5,0,0.5,1.3,1,44.3,90,0,0.9,0.2,1.3,0.7,1.1,1,0.6,0.3,0
Micky van de Ven,Mickey van de Ven,M. van de Ven,https://cdn.futbin.com/content/fifa24/img/players/264453.png,193,179,"CB,LB",2001-04-19,€26.5M,€59K,left,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,37,2023-08-08,2029,https://cdn.sofifa.net/flags/nl.png,264453.0,18,11,11,0,946,0,6.81,0,1,1,0,0.5,0.5,0.7,0,0.2,0.5,0,63.8,94.6,0,1.5,0,1.6,0.4,0.2,2.9,0.2,0.5,0
Destiny Udogie,Iyenoma Destiny Udogie,D. Udogie,https://cdn.futbin.com/content/fifa24/img/players/259583.png,186,161,"LB,LM",2002-11-28,€22M,€46K,left,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,38,2022-08-17,2027,https://cdn.sofifa.net/flags/it.png,259583.0,18,10,10,0,788,0,6.75,1,3,0,2,0.2,0.7,1.5,0.2,0.8,1.3,0.7,36.8,87.5,0,0.4,0,2.7,1.1,2.2,2.4,1,0.2,0
Richarlison,Richarlison de Andrade,Richarlison,https://cdn.futbin.com/content/fifa24/img/players/231943.png,184,157,"ST,LW,RW",1997-05-10,€28M,€95K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,9,2022-07-01,2027,https://cdn.sofifa.net/flags/br.png,231943.0,18,10,7,3,540,0,6.63,0,2,1,3,2.2,0.6,1.1,0.3,2,2,0.7,15.1,73.5,0.1,0.4,0,0.6,0.5,1,0.6,0.2,0.3,0
Ivan Perisic,Ivan Perišić,I. Perišić,https://cdn.futbin.com/content/fifa24/img/players/181458.png,186,176,"LW,LWB",1989-02-02,€8M,€90K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,14,2022-07-01,2024,https://cdn.sofifa.net/flags/hr.png,181458.0,18,5,0,5,99,0,6.59,0,2,0,1,0.4,0.8,0.2,0,0,0.4,1,12.2,80.3,0.6,0.4,0,0.6,0.4,0.4,0.2,0.4,0,0
Emerson Royal,Emerson Aparecido Leite de Souza Junior,Emerson Royal,https://cdn.futbin.com/content/fifa24/img/players/247204.png,181,174,"RB,RWB",1999-01-14,€17M,€59K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,12,2021-08-31,2026,https://cdn.sofifa.net/flags/br.png,247204.0,18,9,2,7,325,0,6.55,0,1,1,0,0.2,0.7,1.6,0,0.4,0.6,0,32.6,90.8,0,0.6,0,1.1,0.4,0.6,1.9,1,0.4,0
Brennan Johnson,Brennan Price Johnson,B. Johnson,https://cdn.futbin.com/content/fifa24/img/players/251421.png,179,157,"RW,ST",2001-05-23,€15M,€63K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,22,2023-09-01,2029,https://cdn.sofifa.net/flags/gb-wls.png,251421.0,18,6,3,3,217,0,6.53,0,1,1,1,0.8,0,0.8,0.2,0.2,0.5,0.5,10.8,80,0.3,0.2,0,0.5,0.3,0.5,0.2,0.3,0,0
Davinson Sánchez,Davinson Sánchez Mina,D. Sánchez,https://cdn.futbin.com/content/fifa24/img/players/220793.png,187,179,CB,1996-06-12,€10.5M,€37K,right,Galatasaray,https://cdn.sofifa.net/meta/team/34/60.png,6,2023-09-04,2027,https://cdn.sofifa.net/flags/co.png,220793.0,325,1,0,1,76,0,6.47,0,1,0,0,1,0,1,0,0,1,0,74,90.5,0,3,0,0,1,2,2,0,2,0
Ben Davies,Ben Davies,B. Davies,https://cdn.futbin.com/content/fifa24/img/players/213017.png,185,163,CB,1995-08-11,€3.2M,€36K,left,Rangers,https://cdn.sofifa.net/meta/team/62/60.png,26,2022-07-21,2026,https://cdn.sofifa.net/flags/gb-eng.png,213017.0,86,6,2,4,179,0,6.38,0,0,0,0,0.7,0.2,0.5,0,0.2,0,0,20.8,93.6,0,0.8,0,1.2,0.3,0,1.2,0.2,1.2,0
Pierre-Emile Højbjerg,Pierre-Emile Kordt Højbjerg,P. Højbjerg,https://cdn.futbin.com/content/fifa24/img/players/213648.png,187,185,"CDM,CM",1995-08-05,€43M,€110K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,5,2020-08-11,2025,https://cdn.sofifa.net/flags/dk.png,213648.0,18,11,2,9,377,0,6.34,0,3,0,0,0.4,0.4,0.6,0,0.1,0.4,0.1,33.4,89.6,0,1.6,0.1,0.5,0.5,0.5,0.8,0.8,0.4,0
Eric Dier,Eric Dier,E. Dier,https://cdn.futbin.com/content/fifa24/img/players/202335.png,188,198,CB,1994-01-15,€9M,€68K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,15,2014-08-02,2024,https://cdn.sofifa.net/flags/gb-eng.png,202335.0,18,2,1,1,146,0,6.25,0,0,0,0,0,0,0.5,1,0,0,0,51,89.2,0,0.5,0,1,0.5,0,4,0,0.5,0
Giovani Lo Celso,Giovani Lo Celso,G. Lo Celso,https://cdn.futbin.com/content/fifa24/img/players/226226.png,177,150,"CAM,ST",1996-04-09,€29.5M,€95K,left,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,18,2020-07-27,2025,https://cdn.sofifa.net/flags/ar.png,226226.0,18,3,0,3,39,0,6.17,0,0,0,0,0.3,0,1.3,0,0,0,0.3,18.7,89.3,0,0.7,0,0.3,0,0.7,0,0.3,0.3,0
Oliver Skipp,Oliver Skipp,O. Skipp,https://cdn.futbin.com/content/fifa24/img/players/241042.png,175,154,"CDM,CM",2000-09-16,€15M,€56K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,4,2018-08-29,2027,https://cdn.sofifa.net/flags/gb-eng.png,241042.0,18,7,1,6,174,0,6.07,0,1,0,0,0,0,0.3,0,0.1,0.6,0.1,14.3,90,0,0.6,0,1,0,0.4,0,0.1,0,0
Alejo Véliz,Alejo Véliz,Alejo Véliz,,0,0,,,,,,Tottenham,,,,,,,,3,0,3,10,0,5.99,0,1,0,0,0,0,0,1,0.3,0.3,0,1,66.7,0,0,0,0,0,0,0,0,0,0
Rodrigo Bentancur,Rodrigo Bentancur Colmán,R. Bentancur,https://cdn.futbin.com/content/fifa24/img/players/227535.png,187,161,"CM,CDM",1997-06-25,€39.5M,€100K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,30,2022-01-31,2026,https://cdn.sofifa.net/flags/uy.png,227535.0,18,3,0,3,57,0,5.99,0,1,0,0,0.7,0.7,0.7,0,1.3,0.3,0.3,10.3,83.9,0,0.3,0,1,0,0.3,0,0.3,0,0
Bryan Gil,Bryan Gil Salvatierra,Bryan Gil,https://cdn.futbin.com/content/fifa24/img/players/246785.png,175,143,"LW,LM",2001-02-11,€17M,€68K,left,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,11,2021-07-26,2026,https://cdn.sofifa.net/flags/es.png,246785.0,18,2,0,2,17,0,5.82,0,0,0,0,0,0,1,0.5,0.5,0.5,0,5,90,0,0,0,0,0,0,0,0.5,0,0
Jarrod Bowen,Jarrod Bowen,J. Bowen,https://cdn.futbin.com/content/fifa24/img/players/224371.png,175,154,"RM,RW",1996-12-20,€20.5M,€72K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,20,2020-01-31,2025,https://cdn.sofifa.net/flags/gb-eng.png,224371.0,19,12,12,0,1080,1,7.34,0,1,8,1,2.8,1.6,1.2,0.6,1.5,2.1,0.8,19.3,76.2,0.3,0.4,0,1.4,0.8,0.7,0.5,0.5,0.2,0
James Ward-Prowse,James Ward-Prowse,J. Ward-Prowse,https://cdn.futbin.com/content/fifa24/img/players/205569.png,173,146,CM,1994-11-01,€14M,€68K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,7,2023-08-14,2027,https://cdn.sofifa.net/flags/gb-eng.png,205569.0,19,11,11,0,964,1,7.30,0,1,2,5,1.3,0.5,0.8,0,0.4,0.5,2.5,46.1,90.5,2.1,1.6,0,1.2,1.3,0.8,1.5,0.7,0.4,0
Lucas Paquetá,Lucas Tolentino Coelho de Lima,Lucas Paquetá,https://cdn.futbin.com/content/fifa24/img/players/233927.png,180,159,"CAM,CM",1997-08-27,€34M,€78K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,10,2022-08-29,2027,https://cdn.sofifa.net/flags/br.png,233927.0,19,11,11,0,978,0,7.20,0,5,2,1,1.2,1.6,2.2,0.3,2.6,1.5,1.2,50.1,76.4,0.2,2.5,0.6,2.6,0.9,1.9,1,1.3,0,0
Tomás Soucek,Tomás Soucek,Tomás Soucek,,0,0,,,,,,West Ham,,,,,,,,11,10,1,810,1,6.96,0,2,3,1,1.6,0,0.5,0.3,0.3,0.4,0.5,21.1,74.6,0.1,1,0,1.3,0.9,0.9,2.7,0.7,0.8,0
Vladimír Coufal,Vladimír Coufal,V. Coufal,https://cdn.futbin.com/content/fifa24/img/players/244470.png,175,168,RB,1992-08-22,€12M,€60K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,5,2020-10-02,2024,https://cdn.sofifa.net/flags/cz.png,244470.0,19,12,12,0,1077,0,6.85,0,1,0,4,0.1,0.2,0.9,0.1,0.3,0.8,1.2,37.4,73.9,0.8,1.5,0,2.6,1.3,0.8,2.5,1.2,0.5,0
Emerson,Emerson Palmieri dos Santos,Emerson,https://cdn.futbin.com/content/fifa24/img/players/210736.png,176,174,LB,1994-08-03,€9.5M,€59K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,33,2022-08-23,2026,https://cdn.sofifa.net/flags/it.png,210736.0,19,11,11,0,990,0,6.77,0,6,0,1,0.5,0.7,1.1,0,0.4,1.2,0.8,38.3,81.9,0.4,0.5,0.1,2.5,1.4,1.3,2.5,0.5,0.2,0
Michail Antonio,Michail Antonio,M. Antonio,https://cdn.futbin.com/content/fifa24/img/players/190717.png,180,181,ST,1990-03-28,€9M,€71K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,9,2015-09-01,2024,https://cdn.sofifa.net/flags/jm.png,190717.0,19,12,11,1,823,0,6.74,0,2,2,2,0.8,1.4,1.3,0.5,1.2,2.8,0.5,11.2,63.4,0.1,0.4,0.1,0.7,0.1,1.1,0.1,0.1,0.3,0
Alphonse Areola,Alphonse Areola,A. Areola,https://cdn.futbin.com/content/fifa24/img/players/193105.png,195,207,GK,1993-02-27,€10.5M,€49K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,23,2022-07-01,2027,https://cdn.sofifa.net/flags/fr.png,193105.0,19,12,12,0,1080,1,6.74,0,0,0,0,0,0,0,0,0,0,0,22.8,61.3,0,5.3,0,0,0,0,0.8,0.2,0,0
Kurt Zouma,Kurt Happy Zouma,K. Zouma,https://cdn.futbin.com/content/fifa24/img/players/204311.png,190,209,CB,1994-10-27,€17.5M,€69K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,4,2021-08-28,2025,https://cdn.sofifa.net/flags/fr.png,204311.0,19,11,11,0,990,1,6.74,0,1,1,0,0.5,0,0.4,0,0,0.5,0.1,37.6,84.1,0,2.2,0,0.6,1.3,0.4,5.7,0.1,0.6,0
Edson Álvarez,Edson Omar Álvarez Velázquez,E. Álvarez,https://cdn.futbin.com/content/fifa24/img/players/235844.png,187,161,"CDM,CB",1997-10-24,€31M,€71K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,19,2023-08-10,2025,https://cdn.sofifa.net/flags/mx.png,235844.0,19,10,9,1,762,0,6.58,0,5,0,1,0.9,0.7,0.4,0,0.7,0.6,0.2,41.4,85.7,0,2.6,0,1.9,0.7,1.5,3.2,0.8,0.4,0
Mohammed Kudus,Mohammed Kudus,M. Kudus,https://cdn.futbin.com/content/fifa24/img/players/245155.png,177,154,"RW,CAM",2000-08-02,€35.5M,€69K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,14,2023-08-27,2028,https://cdn.sofifa.net/flags/gh.png,245155.0,19,9,3,6,365,0,6.56,0,2,2,0,0.9,1.3,1.3,0.1,1.7,1.3,0.6,17.1,89.6,0.1,0.9,0,1.2,0.1,0.8,0.2,0.1,0,0
Nayef Aguerd,Nayef Aguerd,N. Aguerd,https://cdn.futbin.com/content/fifa24/img/players/244749.png,190,168,CB,1996-03-30,€18.5M,€66K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,27,2022-07-01,2027,https://cdn.sofifa.net/flags/ma.png,244749.0,19,11,11,0,967,0,6.52,1,0,1,0,0.8,0.1,0.4,0,0.1,0.6,0.2,50.5,79.8,0,5.5,0,1,1.2,0.7,4.2,0.2,1.5,0
Saïd Benrahma,Mohamed Saïd Benrahma,S. Benrahma,https://cdn.futbin.com/content/fifa24/img/players/220621.png,172,148,"LM,CAM",1995-08-10,€15M,€66K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,22,2021-01-29,2026,https://cdn.sofifa.net/flags/dz.png,220621.0,19,9,4,5,435,0,6.48,0,1,0,1,1.3,1,0.6,0.1,0.7,1.2,1.1,18,81.5,0.2,0.2,0.1,0.4,0.3,0.4,0.2,0.9,0,0
Angelo Ogbonna,Angelo Obinze Ogbonna,A. Ogbonna,https://cdn.futbin.com/content/fifa24/img/players/183855.png,191,190,CB,1988-05-23,€2M,€38K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,21,2015-07-10,2024,https://cdn.sofifa.net/flags/it.png,183855.0,19,3,1,2,112,0,6.37,0,0,0,0,0,0,0.3,0,0,0,0,5.7,82.4,0,0.7,0,0.3,0.3,0,2.7,0,1,0
Aaron Cresswell,Aaron Cresswell,A. Cresswell,https://cdn.futbin.com/content/fifa24/img/players/189615.png,175,146,"LB,CB",1989-12-15,€5.5M,€56K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,3,2014-07-03,2024,https://cdn.sofifa.net/flags/gb-eng.png,189615.0,19,2,1,1,86,0,6.29,0,0,0,0,0,0,1,0,0,0,0.5,28.5,86,1,1,0,0.5,0,0,1,0,0,0
Pablo Fornals,Pablo Fornals Malla,Pablo Fornals,https://cdn.futbin.com/content/fifa24/img/players/226456.png,178,148,"LM,CAM",1996-02-22,€11M,€61K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,8,2019-07-01,2024,https://cdn.sofifa.net/flags/es.png,226456.0,19,8,1,7,168,0,6.22,0,0,0,0,0.8,0.6,0,0,0.3,0.5,0.4,10.6,80,0,0.8,0,0.6,0.3,0.1,0,0.8,0,0
Thilo Kehrer,Jan Thilo Kehrer,T. Kehrer,https://cdn.futbin.com/content/fifa24/img/players/226229.png,186,168,"CB,RB",1996-09-21,€8.5M,€52K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,24,2022-08-17,2026,https://cdn.sofifa.net/flags/de.png,226229.0,19,3,0,3,18,0,6.01,0,1,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0.3,0,0,0.7,0
Maxwel Cornet,Gnaly Maxwel Cornet,M. Cornet,https://cdn.futbin.com/content/fifa24/img/players/215798.png,179,152,"LM,CF",1996-09-27,€8M,€57K,left,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,17,2022-08-05,2027,https://cdn.sofifa.net/flags/ci.png,215798.0,19,1,0,1,1,0,6.00,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,1,0,0,0,1,0,0
Danny Ings,Daniel William John Ings,D. Ings,https://cdn.futbin.com/content/fifa24/img/players/195859.png,178,161,ST,1992-07-23,€10.5M,€67K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,18,2023-01-20,2025,https://cdn.sofifa.net/flags/gb-eng.png,195859.0,19,8,0,8,68,0,5.96,0,1,0,0,0.1,0.1,0,0.1,0.1,0.5,0,2.4,57.9,0,0,0,0,0,0.3,0.4,0.1,0.1,0
Konstantinos Mavropanos,Konstantinos Mavropanos,K. Mavropanos,https://cdn.futbin.com/content/fifa24/img/players/242000.png,194,196,"CB,RB",1997-12-11,€17.5M,€57K,right,West Ham United,https://cdn.sofifa.net/meta/team/1/60.png,15,2023-08-22,2028,https://cdn.sofifa.net/flags/gr.png,242000.0,19,2,1,1,91,0,5.91,0,1,0,0,0.5,0,1.5,0,0,0,0,20.5,70.7,0,0,0,0.5,1,1.5,2.5,0,0.5,1
Pedro Neto,Pedro Lomba Neto,Pedro Neto,https://cdn.futbin.com/content/fifa24/img/players/238616.png,172,137,"LM,RM,RW",2000-03-09,€15M,€52K,left,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,7,2019-08-05,2027,https://cdn.sofifa.net/flags/pt.png,238616.0,110,10,10,0,887,0,7.23,0,3,1,7,1.8,2.3,1.2,0.1,0.9,3.1,2.5,30.8,83.4,2.3,1,0,0.4,0.3,0.9,0.2,0.7,0.1,0
Matheus Cunha,Matheus Santos Carneiro Da Cunha,Matheus Cunha,https://cdn.futbin.com/content/fifa24/img/players/240243.png,183,168,"ST,CAM,CF",1999-05-27,€21.5M,€61K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,12,2023-07-01,2027,https://cdn.sofifa.net/flags/br.png,240243.0,110,12,12,0,988,2,7.09,0,1,2,2,2.1,2.6,1.3,0.3,1.9,2.8,0.9,23.5,79.4,0,0.3,0.3,1.4,0.5,0.9,0.4,0.6,0.2,0
Hwang Hee-Chan,Hwang Hee-Chan,Hwang Hee-Chan,,0,0,,,,,,Wolves,,,,,,,,12,9,3,777,1,6.95,0,3,6,2,1.5,1.7,1.2,0.4,0.5,1.9,0.9,19.4,80.7,0.2,0.4,0.1,0.8,0.3,1.1,0.3,0.4,0.1,0
Mario Lemina,Mario René Junior Lemina,M. Lemina,https://cdn.futbin.com/content/fifa24/img/players/212811.png,184,187,"CDM,CM",1993-09-01,€12M,€61K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,5,2023-01-13,2025,https://cdn.sofifa.net/flags/ga.png,212811.0,110,11,11,0,974,1,6.87,1,4,2,0,1.5,0.9,0.5,0.1,0.6,0.7,0.3,38.9,85,0.1,1.4,0,2.4,1.8,1.4,1.5,1,0.2,0
Matheus Nunes,Matheus Luiz Nunes,Matheus Nunes,https://cdn.futbin.com/content/fifa24/img/players/253124.png,183,168,"CM,LM",1998-08-27,€26.5M,€100K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,27,2023-09-01,2028,https://cdn.sofifa.net/flags/pt.png,253124.0,10,2,2,0,180,0,6.80,1,0,0,0,0.5,5.5,3.5,1.5,2,1.5,1.5,50,84,1,0,0,1.5,3,0.5,0.5,2,0,0
Rayan Aït-Nouri,Rayan Aït-Nouri,R. Aït-Nouri,https://cdn.futbin.com/content/fifa24/img/players/242641.png,180,154,"LB,LWB",2001-06-06,€11M,€42K,left,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,3,2021-07-09,2026,https://cdn.sofifa.net/flags/fr.png,242641.0,110,12,11,1,879,0,6.76,0,4,0,0,0.7,1.7,1.8,0.2,1.8,1.5,0.8,30.7,84,0.3,0.8,0,2.5,0.9,0.9,1.3,0.4,0.4,0
Maximilian Kilman,Maximilian Kilman,M. Kilman,https://cdn.futbin.com/content/fifa24/img/players/245336.png,194,196,CB,1997-05-23,€9M,€51K,left,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,23,2018-08-09,2028,https://cdn.sofifa.net/flags/gb-eng.png,245336.0,110,12,12,0,1080,1,6.74,0,2,0,0,0.3,0.3,0.3,0,0.4,0.3,0.5,55.6,83.4,0.1,4.2,0.1,1.4,1.3,0.9,4.6,0.3,0.8,0
Craig Dawson,Craig Dawson,C. Dawson,https://cdn.futbin.com/content/fifa24/img/players/194806.png,188,170,CB,1990-05-06,€5M,€55K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,15,2023-01-22,2025,https://cdn.sofifa.net/flags/gb-eng.png,194806.0,110,12,12,0,1061,1,6.74,0,5,0,0,0.7,0.2,0.7,0.1,0.2,0.3,0.3,49.5,86.5,0,4.3,0.2,1.6,0.5,1,4.6,0.3,1.4,0
Nélson Semedo,Nélson Cabral Semedo,Nélson Semedo,https://cdn.futbin.com/content/fifa24/img/players/227928.png,177,152,"RB,RWB",1993-11-16,€12.5M,€61K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,22,2020-09-23,2025,https://cdn.sofifa.net/flags/pt.png,227928.0,110,11,11,0,961,0,6.70,0,5,0,0,0.5,1.7,0.6,0,0.8,1.9,0.4,41.4,80.2,0.4,1.5,0,2.6,1.2,1.6,2.5,0.5,0.5,0
Pablo Sarabia,Pablo Sarabia García,Pablo Sarabia,https://cdn.futbin.com/content/fifa24/img/players/198950.png,174,154,"RM,CAM",1992-05-11,€11.5M,€64K,left,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,21,2023-01-18,2025,https://cdn.sofifa.net/flags/es.png,198950.0,110,6,2,4,192,0,6.68,0,1,1,2,1.3,0.2,0.3,0.5,0.7,0.5,1.5,13,73.1,0.3,0.3,0.3,0.5,0.2,0.5,0,0.7,0.2,0
José Sá,José Pedro Malheiro de Sá,José Sá,https://cdn.futbin.com/content/fifa24/img/players/212442.png,192,185,GK,1993-01-17,€11.5M,€52K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,1,2021-07-15,2026,https://cdn.sofifa.net/flags/pt.png,212442.0,110,12,12,0,1080,1,6.67,0,1,0,0,0,0.1,0.3,0,0,0,0,27.1,64.3,0,4.4,0,0,0,0,0.8,0,0,0
Toti Gomes,Tote António Gomes,Toti Gomes,https://cdn.futbin.com/content/fifa24/img/players/258607.png,187,159,"CB,LB",1999-01-16,€8M,€39K,left,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,24,2020-09-04,2027,https://cdn.sofifa.net/flags/pt.png,258607.0,110,9,6,3,585,0,6.51,0,0,0,1,0.2,0.2,0.1,0.1,0.1,0.3,0.1,35.3,83.6,0,0.7,0,1.3,0.8,0.7,1.3,0.1,0.6,0
Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,J. Bellegarde,https://cdn.futbin.com/content/fifa24/img/players/235456.png,172,154,"CM,CDM",1998-06-27,€8M,€51K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,27,2023-09-01,2028,https://cdn.sofifa.net/flags/fr.png,235456.0,110,4,3,1,218,1,6.48,1,0,1,0,0.8,1.8,1.3,0,0.8,1,0.8,15.8,82.5,0.3,0.8,0,1.5,0.3,0.5,0.5,1.3,0.3,0
Sasa Kalajdzic,Sasa Kalajdzic,Sasa Kalajdzic,,0,0,,,,,,Wolves,,,,,,,,8,1,7,129,0,6.46,0,1,2,0,0.5,0.1,0.5,0.3,0.6,0.1,0.4,6.5,67.3,0,0.1,0,0.8,0.1,0.5,0.8,0.1,0,0
Matt Doherty,Matthew James Doherty,M. Doherty,https://cdn.futbin.com/content/fifa24/img/players/201417.png,182,176,"RB,RWB",1992-01-16,€4.1M,€49K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,2,2023-07-20,2026,https://cdn.sofifa.net/flags/ie.png,201417.0,110,6,1,5,250,0,6.46,0,1,0,0,0.3,0.3,0.7,0,0,0.7,0.7,17.5,74.3,0.2,0.7,0,0.7,0.3,1,1.7,0.3,0.2,0
João Gomes,João Victor Gomes da Silva,João Gomes,https://cdn.futbin.com/content/fifa24/img/players/273463.png,176,163,"CDM,CM",2001-02-12,€16M,€44K,right,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/60.png,8,2023-01-30,2028,https://cdn.sofifa.net/flags/br.png,273463.0,110,11,10,1,768,0,6.33,0,4,0,0,0.7,0.6,1.3,0,1.1,1.3,0.5,31.5,83.2,0.3,0.8,0,2.3,0.6,2,0.6,1.5,0.1,0
